0.0, 85.25, 
0.01, 86.812178125, 
0.02, 88.37023125, 
0.03, 89.93374375, 
0.04, 91.504115625, 
0.05, 93.05884375, 
0.06, 94.631828125, 
0.07, 96.190559375, 
0.08, 97.747409375, 
0.09, 99.294559375, 
0.1, 100.588484375, 
0.11, 100.649327875, 
0.12, 101.489704, 
0.13, 101.354206625, 
0.14, 101.904182375, 
0.15, 101.628191625, 
0.16, 101.98737025, 
0.17, 101.649428625, 
0.18, 101.86693625, 
0.19, 101.45778875, 
0.2, 101.559224125, 
0.21, 101.1315775, 
0.22, 101.170568125, 
0.23, 100.694170125, 
0.24, 100.680774875, 
0.25, 100.191114375, 
0.26, 100.129787125, 
0.27, 99.640671875, 
0.28, 99.528436375, 
0.29, 99.497356875, 
0.3, 98.55335075, 
0.31, 97.721445375, 
0.32, 97.40206325, 
0.33, 96.77941675, 
0.34, 96.588934625, 
0.35, 96.08516075, 
0.36, 96.039288875, 
0.37, 95.64847975, 
0.38, 95.69189875, 
0.39, 95.41228275, 
0.4, 95.525493, 
0.41, 95.357105875, 
0.42, 95.524884875, 
0.43, 95.42611625, 
0.44, 95.663542875, 
0.45, 95.6450005, 
0.46, 95.951359875, 
0.47, 95.9525905, 
0.48, 96.312909125, 
0.49, 96.392701375, 
0.5, 96.478202875, 
0.51, 96.299671875, 
0.52, 96.357764875, 
0.53, 96.17957875, 
0.54, 96.19710825, 
0.55, 95.97683275, 
0.56, 95.971105875, 
0.57, 95.956022875, 
0.58, 95.738404375, 
0.59, 95.44351375, 
0.6, 95.373120625, 
0.61, 95.108709875, 
0.62, 95.017902875, 
0.63, 94.74811525, 
0.64, 94.62874375, 
0.65, 94.3376295, 
0.66, 94.180868125, 
0.67, 93.90052325, 
0.68, 93.753959625, 
0.69, 93.42866425, 
0.7, 93.11674475, 
0.71, 92.66660325, 
0.72, 92.406868875, 
0.73, 92.02173275, 
0.74, 91.847738875, 
0.75, 91.50187325, 
0.76, 91.342982, 
0.77, 91.06607425, 
0.78, 90.961956625, 
0.79, 90.71529975, 
0.8, 90.65689025, 
0.81, 90.4458345, 
0.82, 90.415840125, 
0.83, 90.2852025, 
0.84, 90.312036375, 
0.85, 90.210817125, 
0.86, 90.242055125, 
0.87, 90.19708175, 
0.88, 90.275097, 
0.89, 90.2721235, 
0.9, 90.25341175, 
0.91, 90.2648805, 
0.92, 90.214772, 
0.93, 90.128924375, 
0.94, 90.061690625, 
0.95, 89.970984375, 
0.96, 89.8619485, 
0.97, 89.736167375, 
0.98, 89.5707815, 
0.99, 89.421853375, 
